2025_rank,2024_rank,university,alpha_2,academic_reputation,employer_reputation,faculty_student,citations_per_faculty,international_faculty,international_students,international_research_network,employment_outcomes,sustainability,qs_overall_score
1201-1400,1201-1400,University of Rijeka,HR,6.1,4.3,13.8,4.3,2.5,1.8,45.8,12.0,2.9,-
1201-1400,1201-1400,University of Rzeszów,PL,5.2,1.8,15.1,2.7,,1.7,28.3,3.0,1.0,-
1201-1400,1201-1400,University of San Diego,US,6.2,7.0,25.5,2.7,3.1,6.8,5.5,12.2,1.0,-
1201-1400,1001-1200,University of San Francisco,US,5.9,4.4,18.7,3.6,2.3,20.2,6.0,29.5,1.2,-
1201-1400,1201-1400,University of Silesia in Katowice,PL,5.4,4.2,20.3,3.1,3.5,3.9,52.5,7.4,2.4,-
1201-1400,1201-1400,University of South Alabama (USA),US,4.7,5.9,19.0,6.1,,2.1,13.6,2.3,1.2,-
1201-1400,1201-1400,University of Split,HR,6.3,4.0,5.0,4.2,1.4,2.0,47.5,12.3,4.5,-
1201-1400,,University of Sri Jayewardenepura,LK,6.0,10.4,4.5,3.3,,1.0,14.1,11.0,1.0,-
1201-1400,1201-1400,University of the Pacific,US,2.2,3.5,31.9,3.0,3.2,12.0,7.6,8.1,1.0,-
1201-1400,1001-1200,University of Tyumen,RU,3.6,2.1,37.1,1.6,4.5,13.8,27.0,4.5,1.3,-
1201-1400,1201-1400,University of West Bohemia ,CZ,5.6,2.1,10.9,3.8,,,37.2,5.2,1.0,-
1201-1400,1001-1200,University of Wisconsin Milwaukee ,US,7.6,2.4,9.7,9.8,5.7,5.1,39.5,6.8,4.5,-
1201-1400,1201-1400,University POLITEHNICA of Bucharest,RO,5.2,12.7,3.4,6.9,1.4,2.6,61.8,3.9,1.0,-
1201-1400,1001-1200,Vancouver Island University,CA,4.5,3.7,48.8,1.1,,,2.6,1.5,1.0,-
1201-1400,1201-1400,Voronezh State University,RU,5.4,2.7,21.8,1.3,3.0,21.4,12.1,3.0,1.0,-
1201-1400,1001-1200,Western Michigan University,US,4.9,4.9,10.0,5.8,21.4,10.6,33.3,16.5,1.6,-
1201-1400,1001-1200,Yamaguchi University ,JP,3.9,1.8,41.8,4.2,6.7,2.5,18.7,1.8,1.0,-
1201-1400,1201-1400,Yogyakarta State University,ID,11.7,3.3,8.7,1.4,13.5,1.7,8.6,2.3,1.0,-
1201-1400,1201-1400,Youngsan University,KR,4.0,10.0,19.3,1.3,2.5,9.9,2.0,1.9,1.0,-
1201-1400,1201-1400,Yuan Ze University,TW,5.5,5.6,8.7,9.0,12.2,11.7,12.4,2.0,2.4,-
1201-1400,1201-1400,Zagazig University,EG,7.7,4.9,3.0,2.6,1.1,2.5,67.7,3.7,5.3,-
1401+,1201-1400, Don State Technical University,RU,3.5,3.5,12.8,1.4,1.6,14.9,11.4,1.9,1.0,-
1401+,1401+,Akdeniz Üniversitesi,TR,5.7,4.8,3.5,3.0,1.2,1.1,33.7,2.0,1.0,-
1401+,1201-1400,California Polytechnic State University,US,3.6,9.1,6.7,3.0,,,25.5,8.7,1.3,-
1401+,1401+,California State University - Los Angeles,US,5.2,3.3,3.8,2.9,3.6,2.3,14.9,5.5,1.0,-
1401+,1201-1400,"California State University, Long Beach",US,3.7,4.1,4.8,2.9,2.6,3.4,16.4,1.7,1.0,-
1401+,1201-1400,Católica de Córdoba,AR,5.3,2.6,17.1,1.1,3.6,3.6,2.3,4.6,1.0,-
1401+,1201-1400,East West University,BD,6.8,12.8,2.8,2.4,1.4,1.0,7.4,3.9,1.1,-
1401+,1201-1400,Fundación Universidad De Bogotá-Jorge Tadeo Lozano,CO,5.2,3.3,10.2,1.7,3.2,1.2,5.9,12.1,1.0,-
1401+,1401+,Humboldt State University,US,3.0,2.5,9.7,3.7,2.9,1.2,9.9,3.1,1.0,-
1401+,1401+,Illinois State University,US,3.4,2.8,5.6,4.1,4.7,3.1,20.0,7.6,1.1,-
1401+,,"Indian Institute of Information Technology, Allahabad",IN,4.1,4.4,2.0,10.7,,2.1,2.6,2.1,1.0,-
1401+,1201-1400,Indiana State University,US,6.2,4.4,8.5,3.0,1.7,2.2,4.2,6.8,1.0,-
1401+,1401+,"International University of Business, Agriculture and Technology (IUBAT)",BD,6.6,4.1,2.6,2.3,1.4,1.3,8.6,3.8,1.0,-
1401+,1401+,Irkutsk State University,RU,3.3,1.8,14.1,1.3,1.9,3.8,26.4,5.2,1.2,-
1401+,1201-1400,Korkyt Ata Kyzylorda University,KZ,7.0,7.9,5.7,1.0,3.4,1.2,1.0,3.3,1.1,-
1401+,1201-1400,Kwansei Gakuin University,JP,4.1,5.1,5.0,2.4,21.9,3.4,13.0,7.7,1.0,-
1401+,1201-1400,Lucian Blaga University of Sibiu,RO,3.6,3.2,8.5,1.9,13.9,2.9,17.0,4.1,1.2,-
1401+,1201-1400,M.Kh. Dulaty Taraz Regional University,KZ,7.6,2.7,12.0,1.0,1.1,6.7,2.6,3.1,1.1,-
1401+,1401+,MIREA - Russian Technological University,RU,5.5,7.0,6.6,1.4,1.3,3.3,9.5,5.2,1.0,-
1401+,1401+,Moscow City University,RU,7.1,1.9,10.7,1.1,2.7,3.3,2.5,1.9,1.0,-
1401+,1201-1400,Naresuan University,TH,6.6,2.8,6.6,1.9,7.3,1.2,10.1,2.5,1.7,-
1401+,1201-1400,National University of Life and Environmental Sciences of Ukraine,UA,5.8,3.9,15.8,1.4,1.2,1.2,20.0,3.7,1.0,-
1401+,1201-1400,"National University of Modern Languages (NUML), Islamabad",PK,7.0,7.3,5.2,1.5,3.4,1.2,8.1,2.6,1.2,-
1401+,1201-1400,Nova Southeastern University,US,2.7,3.5,11.6,2.8,4.7,3.9,13.2,8.9,1.2,-
1401+,1401+,Pontifícia Universidade Católica de Minas Gerais – PUC Minas,BR,4.9,4.6,1.9,1.5,1.9,1.1,8.3,9.4,1.0,-
1401+,1401+,Pontificia Universidade Católica do Campinas - PUC Campinas,BR,4.2,3.8,7.0,2.0,1.8,1.2,2.3,1.9,1.0,-
1401+,1401+,Pontifícia Universidade Católica do Paraná,BR,4.1,2.9,7.6,3.9,1.8,1.3,28.9,3.9,1.4,-
1401+,1201-1400,Russian State Agrarian University - Moscow Timiryazev Agricultural Academy,RU,7.0,4.1,6.4,1.3,1.9,4.4,9.0,5.6,1.2,-
1401+,1201-1400,Russian State University for the Humanities ,RU,5.1,2.6,14.2,1.2,1.8,4.0,7.5,3.3,1.0,-
1401+,1401+,Sakarya University,TR,4.6,3.1,3.1,3.3,1.4,11.3,27.6,1.9,2.7,-
1401+,1201-1400,Shanghai Normal University,CN,5.0,1.6,10.9,4.3,4.5,1.6,26.5,1.5,1.3,-
1401+,1201-1400,Shibaura Institute of Technology,JP,4.5,2.5,3.1,5.1,13.0,8.7,14.5,1.8,1.0,-
1401+,1201-1400,Silpakorn University,TH,6.3,5.4,4.4,2.8,4.3,1.2,24.7,2.5,1.0,-
1401+,1401+,Soochow University (Taiwan),TW,4.7,5.3,4.1,1.8,3.8,2.9,3.4,3.2,1.8,-
1401+,1201-1400,Soongsil University,KR,3.5,6.0,8.3,4.5,5.2,11.2,14.9,2.8,1.0,-
1401+,1401+,Stamford University Bangladesh,BD,9.7,4.6,1.2,1.4,,,2.2,3.6,1.0,-
1401+,1401+,State University of Malang,ID,6.3,2.5,8.7,1.7,13.7,1.3,11.5,5.4,1.1,-
1401+,1201-1400,Stefan cel Mare University of Suceava,RO,3.8,2.4,4.5,4.2,2.3,25.5,19.3,4.1,1.9,-
1401+,1401+,"The University of Notre Dame, Australia",AU,3.0,3.7,3.5,7.2,21.4,2.2,10.6,1.7,1.0,-
1401+,1401+,Udayana University,ID,6.4,4.7,5.7,1.4,7.4,3.4,12.3,3.7,1.0,-
1401+,1201-1400,United International University,BD,6.3,8.7,3.0,2.5,,1.1,8.8,3.9,1.0,-
1401+,1201-1400,Universidad Alberto Hurtado,CL,8.6,4.2,3.1,2.8,12.7,1.7,8.2,2.2,1.0,-
1401+,1201-1400,Universidad Autónoma de Aguascalientes,MX,3.1,1.6,32.5,1.2,,,10.8,1.6,1.0,-
1401+,1201-1400,Universidad Autónoma de Baja California,MX,6.6,4.4,4.4,1.5,2.6,1.1,12.5,2.1,7.5,-
1401+,1401+,Universidad Autónoma de Chile,CL,5.3,2.0,4.2,3.1,12.4,1.4,32.6,2.1,2.8,-
1401+,1401+,Universidad Autónoma de Querétaro (UAQ),MX,4.4,2.4,6.0,2.1,3.8,1.5,7.3,2.0,1.0,-
1401+,1401+,Universidad Autónoma de San Luis de Potosí,MX,5.9,1.8,5.4,2.4,1.6,1.3,21.4,1.6,1.1,-
1401+,1401+,Universidad Autonoma de Yucatan,MX,5.5,1.5,4.9,2.4,2.2,1.1,10.1,1.6,1.0,-
1401+,1401+,Universidad Autónoma del Estado de Morelos (UAEM),MX,3.5,1.8,15.5,1.6,2.6,1.2,17.4,1.9,1.0,-
1401+,1201-1400,Universidad Bernardo O'Higgins,CL,4.6,4.3,9.9,2.0,13.3,2.1,13.1,2.2,1.0,-
1401+,1401+,"Universidad Católica Boliviana ""San Pablo""",BO,3.9,2.9,4.2,1.1,2.3,2.7,7.7,26.2,1.0,-
1401+,1401+,Universidad Católica de Colombia ,CO,6.1,3.2,5.1,1.6,3.3,1.1,5.0,2.3,1.0,-
1401+,1401+,Universidad Católica de La Santísima Concepción - UCSC,CL,3.4,2.1,8.2,2.8,5.2,1.1,28.3,2.0,1.2,-
1401+,1401+,Universidad Católica de Santiago de Guayaquil,EC,4.5,3.4,1.3,1.5,16.7,1.2,10.3,16.6,1.0,-
1401+,1201-1400,Universidad Católica de Temuco,CL,4.1,1.4,2.0,4.8,35.1,,14.3,2.0,1.1,-
1401+,1401+,Universidad Central de Chile,CL,4.4,2.4,3.0,1.7,4.6,1.8,9.4,2.0,1.0,-
1401+,1401+,Universidad de Caldas,CO,4.9,2.4,3.5,1.5,,,6.5,2.1,1.0,-
1401+,1201-1400,Universidad de Carabobo,VE,4.7,6.1,17.4,1.0,,,3.1,5.4,1.0,-
1401+,1201-1400,Universidad de Cartagena,CO,4.8,2.7,4.0,3.2,2.2,1.1,11.0,2.1,1.2,-
1401+,1201-1400,Universidad de Córdoba - Colombia,CO,11.8,2.4,2.9,1.4,,,5.3,1.9,1.0,-
1401+,1401+,Universidad de Cuenca,EC,7.2,2.2,4.9,2.0,2.2,1.4,24.4,7.8,2.7,-
1401+,1201-1400,Universidad de Guanajuato,MX,7.1,2.1,5.0,2.8,5.9,1.3,22.9,6.8,1.1,-
1401+,1401+,Universidad de La Salle,CO,6.0,3.9,6.4,1.3,2.9,1.3,5.0,2.2,1.0,-
1401+,1401+,Universidad de La Serena,CL,4.0,2.6,3.3,5.6,4.4,1.3,14.7,2.1,1.1,-
1401+,1201-1400,Universidad de las Fuerzas Armadas ESPE (Ex - Escuela Politécnica del Ejército),EC,6.1,3.9,10.6,1.3,2.7,1.1,11.0,4.5,1.1,-
1401+,1201-1400,Universidad de Medellín,CO,6.5,3.2,7.9,2.2,2.7,1.8,5.9,7.8,1.1,-
1401+,1401+,Universidad de Santander - UDES,CO,3.3,2.3,8.0,1.3,3.7,1.9,11.9,2.2,1.1,-
1401+,1401+,Universidad de Sonora,MX,3.6,1.6,4.4,1.8,3.4,1.5,9.2,2.1,1.0,-
1401+,1201-1400,Universidad del Cauca,CO,7.9,2.0,5.3,1.7,21.7,1.1,11.8,4.5,1.0,-
1401+,1401+,Universidad del Valle de Mexico (UVM),MX,3.8,9.9,3.9,1.1,2.0,1.6,4.8,3.1,1.0,-
1401+,1401+,Universidad Michoacana de San Nicolás de Hidalgo,MX,4.1,1.8,2.5,2.0,,,14.0,1.5,1.0,-
1401+,1401+,Universidad Nacional de Quilmes,AR,6.7,1.7,3.3,1.7,2.8,1.8,11.9,2.9,1.0,-
1401+,1401+,Universidad Nacional de Tucumán,AR,7.4,2.1,2.6,1.6,,,31.0,3.6,1.0,-
1401+,1201-1400,Universidad Nacional del Comahue,AR,5.1,2.4,20.4,1.3,,,13.1,2.1,1.2,-
1401+,1401+,UNIVERSIDAD POLITECNICA SALESIANA,EC,6.4,3.3,3.3,1.5,6.2,1.7,6.8,4.1,1.0,-
1401+,1201-1400,Universidad Popular Autónoma del Estado de Puebla (UPAEP),MX,5.2,3.4,13.0,1.2,3.9,2.0,5.1,2.2,1.0,-
1401+,1201-1400,Universidad San Ignacio de Loyola,PE,6.1,9.0,2.0,1.5,4.1,1.6,7.6,3.7,1.3,-
1401+,1401+,Universidad Tecnica Particular De Loja (UTPL),EC,6.0,2.3,1.4,1.6,7.9,1.9,15.7,4.6,1.5,-
1401+,1401+,Universidad Tecnológica de Bolívar,CO,2.2,3.5,2.9,2.7,3.6,2.3,6.8,6.4,1.0,-
1401+,1201-1400,"Universidad Tecnológica de la Habana José Antonio Echeverría, Cujae",CU,4.9,1.3,19.1,1.1,3.1,4.1,4.8,5.0,1.0,-
1401+,1401+,Universidad Tecnológica de Pereira,CO,3.8,3.6,3.4,1.9,1.4,1.2,9.6,2.1,1.0,-
1401+,1201-1400,Universidad Veracruzana,MX,7.7,2.7,7.3,1.4,,,13.6,1.5,1.1,-
1401+,1401+,Universidade do Estado de Santa Catarina,BR,3.7,1.3,15.4,1.7,,,9.0,2.2,1.0,-
1401+,1401+,Universidade Estadual de Londrina,BR,3.9,2.5,13.7,3.3,2.1,1.3,13.4,1.3,2.8,-
1401+,1401+,Universidade Federal da Paraíba,BR,4.1,2.5,7.3,3.1,2.5,1.1,40.8,1.3,1.1,-
1401+,1401+,Universidade Federal de Goiás,BR,3.8,1.3,6.8,4.2,3.5,1.2,32.7,1.3,1.3,-
1401+,1401+,Universidade Federal de Uberlândia,BR,3.8,1.7,13.8,3.5,2.1,1.3,28.6,2.2,3.2,-
1401+,1401+,Universidade Federal do Estado do Rio de Janeiro - UNIRIO,BR,2.9,2.0,8.1,2.1,,,8.6,1.5,1.0,-
1401+,1401+,Universidade Federal do Parà - UFPA,BR,3.6,1.7,6.3,2.6,2.5,1.1,35.4,1.3,1.9,-
1401+,1401+,Universitas Andalas,ID,8.1,5.1,7.0,1.3,6.2,1.6,4.5,3.7,1.0,-
1401+,1401+,Universitas Kristen Petra,ID,7.1,5.2,7.8,1.6,3.2,1.1,6.0,2.5,1.0,-
1401+,1401+,Universitas Muhammadiyah Surakarta,ID,5.5,2.5,6.5,1.1,8.4,1.1,4.5,2.3,1.0,-
1401+,1201-1400,Universiti Sains Islam Malaysia,MY,6.6,2.5,8.8,1.9,8.4,6.1,12.5,3.3,1.0,-
1401+,1201-1400,University of Central Oklahoma,US,5.6,2.9,6.5,1.5,15.9,9.9,5.2,2.9,1.0,-
1401+,1401+,University of Craiova,RO,4.5,2.2,3.2,2.1,,,21.8,13.4,1.0,-
1401+,1401+,University of Lampung,ID,4.7,2.3,5.1,1.3,1.2,1.0,3.4,2.2,1.0,-
1401+,1401+,University of Mataram,ID,6.4,1.7,3.8,1.1,1.5,1.0,3.7,2.2,1.0,-
1401+,1201-1400,University of Montana Missoula ,US,3.0,2.2,10.6,6.1,1.3,1.9,6.5,3.1,1.0,-
1401+,1401+,University of Oradea,RO,5.6,2.2,4.0,1.9,1.5,5.2,34.5,6.2,2.3,-
1401+,1201-1400,University of San Carlos,PH,7.2,9.4,3.3,1.8,2.1,2.1,6.4,9.6,1.0,-
1401+,1401+,"University Politehnica of Timisoara, UPT",RO,4.1,4.2,7.2,3.9,1.4,2.5,18.6,3.9,1.1,-
1401+,1401+,Western Washington University,US,2.6,2.6,7.3,3.5,9.7,1.6,12.4,1.5,1.1,-
